--------------------------------------------------------------------- 
AIRFOIL: NACA 0015 
DATA: Lift Coefficients 
--------------------------------------------------------------------- 
ORIGINAL SOURCE: Sheldahl, R. E. and Klimas, P. C., Aerodynamic 
Characteristics of Seven Airfoil Sections Through 
180 Degrees Angle of Attack for Use in Aerodynamic 
235     0.7600  0.7600  0.7600  0.7600  0.7600  0.7600  0.7600  0.7600   
240     0.6700  0.6700  0.6700  0.6700  0.6700  0.6700  0.6700  0.6700   
245     0.5750  0.5750  0.5750  0.5750  0.5750  0.5750  0.5750  0.5750   
250     0.4500  0.4500  0.4500  0.4500  0.4500  0.4500  0.4500  0.4500   
255     0.3200  0.3200  0.3200  0.3200  0.3200  0.3200  0.3200  0.3200   
260     0.1850  0.1850  0.1850  0.1850  0.1850  0.1850  0.1850  0.1850   
265     0.0500  0.0500  0.0500  0.0500  0.0500  0.0500  0.0500  0.0500   
270     -0.0900 -0.0900 -0.0900 -0.0900 -0.0900 -0.0900 -0.0900 -0.0900  
275     -0.2300 -0.2300 -0.2300 -0.2300 -0.2300 -0.2300 -0.2300 -0.2300  
280     -0.3650 -0.3650 -0.3650 -0.3650 -0.3650 -0.3650 -0.3650 -0.3650  
285     -0.5000 -0.5000 -0.5000 -0.5000 -0.5000 -0.5000 -0.5000 -0.5000  
290     -0.6300 -0.6300 -0.6300 -0.6300 -0.6300 -0.6300 -0.6300 -0.6300  
295     -0.7600 -0.7600 -0.7600 -0.7600 -0.7600 -0.7600 -0.7600 -0.7600  
300     -0.8750 -0.8750 -0.8750 -0.8750 -0.8750 -0.8750 -0.8750 -0.8750  
305     -0.9550 -0.9550 -0.9550 -0.9550 -0.9550 -0.9550 -0.9550 -0.9550  
310     -1.0200 -1.0200 -1.0200 -1.0200 -1.0200 -1.0200 -1.0200 -1.0200  
315     -1.0500 -1.0500 -1.0500 -1.0500 -1.0500 -1.0500 -1.0500 -1.0500  
320     -1.0350 -1.0350 -1.0350 -1.0350 -1.0350 -1.0550 -1.0600 -1.0700  
325     -0.9800 -0.9800 -0.9820 -0.9800 -1.0200 -1.0620 -1.0800 -1.1000  
330     -0.8550 -0.8550 -0.9300 -0.9600 -1.0100 -1.0700 -1.1000 -1.1200  
333     -0.8277 -0.8382 -0.8788 -0.9473 -0.9912 -1.0810 -1.1397 -1.1519  
334     -0.7700 -0.7771 -0.8055 -0.8838 -0.9406 -1.0591 -1.1268 -1.1374  
335     -0.7156 -0.7224 -0.7511 -0.8353 -0.9023 -1.0317 -1.1322 -1.1380  
336     -0.6617 -0.6685 -0.7015 -0.7961 -0.8668 -1.0078 -1.1563 -1.1538  
337     -0.6078 -0.6148 -0.6528 -0.7593 -0.8408 -0.9910 -1.1611 -1.1981  
338     -0.5539 -0.5611 -0.6045 -0.7298 -0.8189 -0.9827 -1.1647 -1.2767  
339     -0.5001 -0.5087 -0.5616 -0.7097 -0.8063 -0.9837 -1.1771 -1.3077  
340     -0.4463 -0.4575 -0.5247 -0.6990 -0.8089 -0.9954 -1.1965 -1.3325  
341     -0.3927 -0.4066 -0.4908 -0.7041 -0.8226 -1.0173 -1.2242 -1.3608  
342     -0.3393 -0.3567 -0.4782 -0.7305 -0.8566 -1.0510 -1.2576 -1.3897  
343     -0.2873 -0.3098 -0.4851 -0.7799 -0.8996 -1.0921 -1.2917 -1.4136  
344     -0.2364 -0.2665 -0.5384 -0.8401 -0.9567 -1.1356 -1.3186 -1.4233  
345     -0.1861 -0.2376 -0.6350 -0.9119 -1.0145 -1.1744 -1.3298 -1.4136  
346     -0.1382 -0.2371 -0.7483 -0.9801 -1.0656 -1.1962 -1.3187 -1.3825  
347     -0.0967 -0.3548 -0.8562 -1.0302 -1.0957 -1.1948 -1.2847 -1.3300  
348     -0.0749 -0.5936 -0.9285 -1.0508 -1.0971 -1.1667 -1.2290 -1.2591  
349     -0.1642 -0.7623 -0.9572 -1.0363 -1.0686 -1.1138 -1.1553 -1.1749  
350     -0.6122 -0.8322 -0.9440 -0.9937 -1.0141 -1.0433 -1.0685 -1.1000  
351     -0.6969 -0.8311 -0.8946 -0.9260 -0.9387 -0.9574 -0.9900 -0.9900  
352     -0.7189 -0.7851 -0.8240 -0.8442 -0.8504 -0.8800 -0.8800 -0.8800  
353     -0.6760 -0.7150 -0.7390 -0.7483 -0.7700 -0.7700 -0.7700 -0.7700  
354     -0.6048 -0.6299 -0.6600 -0.6600 -0.6600 -0.6600 -0.6600 -0.6600  
355     -0.5180 -0.5500 -0.5500 -0.5500 -0.5500 -0.5500 -0.5500 -0.5500  
356     -0.4186 -0.4400 -0.4400 -0.4400 -0.4400 -0.4400 -0.4400 -0.4400  
357     -0.3300 -0.3300 -0.3300 -0.3300 -0.3300 -0.3300 -0.3300 -0.3300  
358     -0.2200 -0.2200 -0.2200 -0.2200 -0.2200 -0.2200 -0.2200 -0.2200  
359     -0.1100 -0.1100 -0.1100 -0.1100 -0.1100 -0.1100 -0.1100 -0.1100  

---------------------------------------------------------------------
